method,seed,outer_fold,params,inner_mrr
A6_gbm_fusion,2,0,"{'n_estimators': 300, 'max_depth': 5, 'lr': 0.1}",0.3233
A6_gbm_fusion,2,1,"{'n_estimators': 100, 'max_depth': 2, 'lr': 0.01}",0.4518
A6_gbm_fusion,2,1,"{'n_estimators': 100, 'max_depth': 2, 'lr': 0.05}",0.4699
A6_gbm_fusion,2,1,"{'n_estimators': 100, 'max_depth': 2, 'lr': 0.1}",0.4715
A6_gbm_fusion,2,1,"{'n_estimators': 100, 'max_depth': 3, 'lr': 0.01}",0.4624
A6_gbm_fusion,2,1,"{'n_estimators': 100, 'max_depth': 3, 'lr': 0.05}",0.4684
A6_gbm_fusion,2,1,"{'n_estimators': 100, 'max_depth': 3, 'lr': 0.1}",0.4674
A6_gbm_fusion,2,1,"{'n_estimators': 100, 'max_depth': 5, 'lr': 0.01}",0.4686
A6_gbm_fusion,2,1,"{'n_estimators': 100, 'max_depth': 5, 'lr': 0.05}",0.4520
A6_gbm_fusion,2,1,"{'n_estimators': 100, 'max_depth': 5, 'lr': 0.1}",0.3735
A6_gbm_fusion,2,1,"{'n_estimators': 300, 'max_depth': 2, 'lr': 0.01}",0.4728
A6_gbm_fusion,2,1,"{'n_estimators': 300, 'max_depth': 2, 'lr': 0.05}",0.4730
A6_gbm_fusion,2,1,"{'n_estimators': 300, 'max_depth': 2, 'lr': 0.1}",0.4659
A6_gbm_fusion,2,1,"{'n_estimators': 300, 'max_depth': 3, 'lr': 0.01}",0.4739
A6_gbm_fusion,2,1,"{'n_estimators': 300, 'max_depth': 3, 'lr': 0.05}",0.4575
A6_gbm_fusion,2,1,"{'n_estimators': 300, 'max_depth': 3, 'lr': 0.1}",0.4548
A6_gbm_fusion,2,1,"{'n_estimators': 300, 'max_depth': 5, 'lr': 0.01}",0.4765
A6_gbm_fusion,2,1,"{'n_estimators': 300, 'max_depth': 5, 'lr': 0.05}",0.4118
A6_gbm_fusion,2,1,"{'n_estimators': 300, 'max_depth': 5, 'lr': 0.1}",0.3512
A6_gbm_fusion,2,2,"{'n_estimators': 100, 'max_depth': 2, 'lr': 0.01}",0.4617
A6_gbm_fusion,2,2,"{'n_estimators': 100, 'max_depth': 2, 'lr': 0.05}",0.4696
A6_gbm_fusion,2,2,"{'n_estimators': 100, 'max_depth': 2, 'lr': 0.1}",0.4758
A6_gbm_fusion,2,2,"{'n_estimators': 100, 'max_depth': 3, 'lr': 0.01}",0.4718
A6_gbm_fusion,2,2,"{'n_estimators': 100, 'max_depth': 3, 'lr': 0.05}",0.4670
A6_gbm_fusion,2,2,"{'n_estimators': 100, 'max_depth': 3, 'lr': 0.1}",0.4845
A6_gbm_fusion,2,2,"{'n_estimators': 100, 'max_depth': 5, 'lr': 0.01}",0.4803
A6_gbm_fusion,2,2,"{'n_estimators': 100, 'max_depth': 5, 'lr': 0.05}",0.4804
A6_gbm_fusion,2,2,"{'n_estimators': 100, 'max_depth': 5, 'lr': 0.1}",0.4405
A6_gbm_fusion,2,2,"{'n_estimators': 300, 'max_depth': 2, 'lr': 0.01}",0.4680
A6_gbm_fusion,2,2,"{'n_estimators': 300, 'max_depth': 2, 'lr': 0.05}",0.4750
A6_gbm_fusion,2,2,"{'n_estimators': 300, 'max_depth': 2, 'lr': 0.1}",0.4775
A6_gbm_fusion,2,2,"{'n_estimators': 300, 'max_depth': 3, 'lr': 0.01}",0.4737
A6_gbm_fusion,2,2,"{'n_estimators': 300, 'max_depth': 3, 'lr': 0.05}",0.4517
A6_gbm_fusion,2,2,"{'n_estimators': 300, 'max_depth': 3, 'lr': 0.1}",0.4385
A6_gbm_fusion,2,2,"{'n_estimators': 300, 'max_depth': 5, 'lr': 0.01}",0.4707
A6_gbm_fusion,2,2,"{'n_estimators': 300, 'max_depth': 5, 'lr': 0.05}",0.4225
A6_gbm_fusion,2,2,"{'n_estimators': 300, 'max_depth': 5, 'lr': 0.1}",0.3297
A6_gbm_fusion,2,3,"{'n_estimators': 100, 'max_depth': 2, 'lr': 0.01}",0.4892
A6_gbm_fusion,2,3,"{'n_estimators': 100, 'max_depth': 2, 'lr': 0.05}",0.5068
A6_gbm_fusion,2,3,"{'n_estimators': 100, 'max_depth': 2, 'lr': 0.1}",0.5079
A6_gbm_fusion,2,3,"{'n_estimators': 100, 'max_depth': 3, 'lr': 0.01}",0.5061
A6_gbm_fusion,2,3,"{'n_estimators': 100, 'max_depth': 3, 'lr': 0.05}",0.5105
A6_gbm_fusion,2,3,"{'n_estimators': 100, 'max_depth': 3, 'lr': 0.1}",0.4863
A6_gbm_fusion,2,3,"{'n_estimators': 100, 'max_depth': 5, 'lr': 0.01}",0.5130
A6_gbm_fusion,2,3,"{'n_estimators': 100, 'max_depth': 5, 'lr': 0.05}",0.4842
A6_gbm_fusion,2,3,"{'n_estimators': 100, 'max_depth': 5, 'lr': 0.1}",0.4747
A6_gbm_fusion,2,3,"{'n_estimators': 300, 'max_depth': 2, 'lr': 0.01}",0.4963
A6_gbm_fusion,2,3,"{'n_estimators': 300, 'max_depth': 2, 'lr': 0.05}",0.5223
A6_gbm_fusion,2,3,"{'n_estimators': 300, 'max_depth': 2, 'lr': 0.1}",0.4992
A6_gbm_fusion,2,3,"{'n_estimators': 300, 'max_depth': 3, 'lr': 0.01}",0.5198
A6_gbm_fusion,2,3,"{'n_estimators': 300, 'max_depth': 3, 'lr': 0.05}",0.5026
A6_gbm_fusion,2,3,"{'n_estimators': 300, 'max_depth': 3, 'lr': 0.1}",0.4944
A6_gbm_fusion,2,3,"{'n_estimators': 300, 'max_depth': 5, 'lr': 0.01}",0.5078
A6_gbm_fusion,2,3,"{'n_estimators': 300, 'max_depth': 5, 'lr': 0.05}",0.4465
A6_gbm_fusion,2,3,"{'n_estimators': 300, 'max_depth': 5, 'lr': 0.1}",0.4279
A6_gbm_fusion,2,4,"{'n_estimators': 100, 'max_depth': 2, 'lr': 0.01}",0.4501
A6_gbm_fusion,2,4,"{'n_estimators': 100, 'max_depth': 2, 'lr': 0.05}",0.4739
A6_gbm_fusion,2,4,"{'n_estimators': 100, 'max_depth': 2, 'lr': 0.1}",0.4617
A6_gbm_fusion,2,4,"{'n_estimators': 100, 'max_depth': 3, 'lr': 0.01}",0.4485
A6_gbm_fusion,2,4,"{'n_estimators': 100, 'max_depth': 3, 'lr': 0.05}",0.4777
A6_gbm_fusion,2,4,"{'n_estimators': 100, 'max_depth': 3, 'lr': 0.1}",0.4677
A6_gbm_fusion,2,4,"{'n_estimators': 100, 'max_depth': 5, 'lr': 0.01}",0.4836
A6_gbm_fusion,2,4,"{'n_estimators': 100, 'max_depth': 5, 'lr': 0.05}",0.4728
A6_gbm_fusion,2,4,"{'n_estimators': 100, 'max_depth': 5, 'lr': 0.1}",0.3796
A6_gbm_fusion,2,4,"{'n_estimators': 300, 'max_depth': 2, 'lr': 0.01}",0.4598
A6_gbm_fusion,2,4,"{'n_estimators': 300, 'max_depth': 2, 'lr': 0.05}",0.4790
A6_gbm_fusion,2,4,"{'n_estimators': 300, 'max_depth': 2, 'lr': 0.1}",0.4615
A6_gbm_fusion,2,4,"{'n_estimators': 300, 'max_depth': 3, 'lr': 0.01}",0.4549
A6_gbm_fusion,2,4,"{'n_estimators': 300, 'max_depth': 3, 'lr': 0.05}",0.4616
A6_gbm_fusion,2,4,"{'n_estimators': 300, 'max_depth': 3, 'lr': 0.1}",0.4218
A6_gbm_fusion,2,4,"{'n_estimators': 300, 'max_depth': 5, 'lr': 0.01}",0.4856
A6_gbm_fusion,2,4,"{'n_estimators': 300, 'max_depth': 5, 'lr': 0.05}",0.3899
A6_gbm_fusion,2,4,"{'n_estimators': 300, 'max_depth': 5, 'lr': 0.1}",0.3456
A5_bilinear,0,0,"{'rank': 2, 'iters': 1000}",0.0345
A5_bilinear,0,0,"{'rank': 2, 'iters': 5000}",0.0345
A5_bilinear,0,0,"{'rank': 4, 'iters': 1000}",0.0716
A5_bilinear,0,0,"{'rank': 4, 'iters': 5000}",0.0716
A5_bilinear,0,0,"{'rank': 8, 'iters': 1000}",0.0988
A5_bilinear,0,0,"{'rank': 8, 'iters': 5000}",0.0988
A5_bilinear,0,0,"{'rank': 16, 'iters': 1000}",0.1612
A5_bilinear,0,0,"{'rank': 16, 'iters': 5000}",0.1612
A5_bilinear,0,1,"{'rank': 2, 'iters': 1000}",0.0716
A5_bilinear,0,1,"{'rank': 2, 'iters': 5000}",0.0716
A5_bilinear,0,1,"{'rank': 4, 'iters': 1000}",0.0904
A5_bilinear,0,1,"{'rank': 4, 'iters': 5000}",0.0904
A5_bilinear,0,1,"{'rank': 8, 'iters': 1000}",0.1262
A5_bilinear,0,1,"{'rank': 8, 'iters': 5000}",0.1262
A5_bilinear,0,1,"{'rank': 16, 'iters': 1000}",0.1946
A5_bilinear,0,1,"{'rank': 16, 'iters': 5000}",0.1946
A5_bilinear,0,2,"{'rank': 2, 'iters': 1000}",0.0669
A5_bilinear,0,2,"{'rank': 2, 'iters': 5000}",0.0669
A5_bilinear,0,2,"{'rank': 4, 'iters': 1000}",0.0822
A5_bilinear,0,2,"{'rank': 4, 'iters': 5000}",0.0822
A5_bilinear,0,2,"{'rank': 8, 'iters': 1000}",0.1219
A5_bilinear,0,2,"{'rank': 8, 'iters': 5000}",0.1219
A5_bilinear,0,2,"{'rank': 16, 'iters': 1000}",0.1797
A5_bilinear,0,2,"{'rank': 16, 'iters': 5000}",0.1797
A5_bilinear,0,3,"{'rank': 2, 'iters': 1000}",0.0623
A5_bilinear,0,3,"{'rank': 2, 'iters': 5000}",0.0623
A5_bilinear,0,3,"{'rank': 4, 'iters': 1000}",0.0904
A5_bilinear,0,3,"{'rank': 4, 'iters': 5000}",0.0904
A5_bilinear,0,3,"{'rank': 8, 'iters': 1000}",0.1637
A5_bilinear,0,3,"{'rank': 8, 'iters': 5000}",0.1637
A5_bilinear,0,3,"{'rank': 16, 'iters': 1000}",0.2142
A5_bilinear,0,3,"{'rank': 16, 'iters': 5000}",0.2142
A5_bilinear,0,4,"{'rank': 2, 'iters': 1000}",0.0455
A5_bilinear,0,4,"{'rank': 2, 'iters': 5000}",0.0455
A5_bilinear,0,4,"{'rank': 4, 'iters': 1000}",0.0921
A5_bilinear,0,4,"{'rank': 4, 'iters': 5000}",0.0921
A5_bilinear,0,4,"{'rank': 8, 'iters': 1000}",0.1544
A5_bilinear,0,4,"{'rank': 8, 'iters': 5000}",0.1544
A5_bilinear,0,4,"{'rank': 16, 'iters': 1000}",0.2244
A5_bilinear,0,4,"{'rank': 16, 'iters': 5000}",0.2244
A5_bilinear,1,0,"{'rank': 2, 'iters': 1000}",0.0567
A5_bilinear,1,0,"{'rank': 2, 'iters': 5000}",0.0567
A5_bilinear,1,0,"{'rank': 4, 'iters': 1000}",0.0870
A5_bilinear,1,0,"{'rank': 4, 'iters': 5000}",0.0870
A5_bilinear,1,0,"{'rank': 8, 'iters': 1000}",0.1165
A5_bilinear,1,0,"{'rank': 8, 'iters': 5000}",0.1165
A5_bilinear,1,0,"{'rank': 16, 'iters': 1000}",0.2184
A5_bilinear,1,0,"{'rank': 16, 'iters': 5000}",0.2184
A5_bilinear,1,1,"{'rank': 2, 'iters': 1000}",0.0734
A5_bilinear,1,1,"{'rank': 2, 'iters': 5000}",0.0734
A5_bilinear,1,1,"{'rank': 4, 'iters': 1000}",0.0855
A5_bilinear,1,1,"{'rank': 4, 'iters': 5000}",0.0855
A5_bilinear,1,1,"{'rank': 8, 'iters': 1000}",0.1295
A5_bilinear,1,1,"{'rank': 8, 'iters': 5000}",0.1295
A5_bilinear,1,1,"{'rank': 16, 'iters': 1000}",0.2090
A5_bilinear,1,1,"{'rank': 16, 'iters': 5000}",0.2090
A5_bilinear,1,2,"{'rank': 2, 'iters': 1000}",0.0578
A5_bilinear,1,2,"{'rank': 2, 'iters': 5000}",0.0578
A5_bilinear,1,2,"{'rank': 4, 'iters': 1000}",0.0804
A5_bilinear,1,2,"{'rank': 4, 'iters': 5000}",0.0804
A5_bilinear,1,2,"{'rank': 8, 'iters': 1000}",0.1374
A5_bilinear,1,2,"{'rank': 8, 'iters': 5000}",0.1374
A5_bilinear,1,2,"{'rank': 16, 'iters': 1000}",0.1779
A5_bilinear,1,2,"{'rank': 16, 'iters': 5000}",0.1779
A5_bilinear,1,3,"{'rank': 2, 'iters': 1000}",0.0670
A5_bilinear,1,3,"{'rank': 2, 'iters': 5000}",0.0670
A5_bilinear,1,3,"{'rank': 4, 'iters': 1000}",0.0813
A5_bilinear,1,3,"{'rank': 4, 'iters': 5000}",0.0813
A5_bilinear,1,3,"{'rank': 8, 'iters': 1000}",0.1456
A5_bilinear,1,3,"{'rank': 8, 'iters': 5000}",0.1456
A5_bilinear,1,3,"{'rank': 16, 'iters': 1000}",0.2157
A5_bilinear,1,3,"{'rank': 16, 'iters': 5000}",0.2157
A5_bilinear,1,4,"{'rank': 2, 'iters': 1000}",0.0437
A5_bilinear,1,4,"{'rank': 2, 'iters': 5000}",0.0437
A5_bilinear,1,4,"{'rank': 4, 'iters': 1000}",0.0666
A5_bilinear,1,4,"{'rank': 4, 'iters': 5000}",0.0666
A5_bilinear,1,4,"{'rank': 8, 'iters': 1000}",0.1328
A5_bilinear,1,4,"{'rank': 8, 'iters': 5000}",0.1328
A5_bilinear,1,4,"{'rank': 16, 'iters': 1000}",0.1726
A5_bilinear,1,4,"{'rank': 16, 'iters': 5000}",0.1726
A5_bilinear,2,0,"{'rank': 2, 'iters': 1000}",0.0516
A5_bilinear,2,0,"{'rank': 2, 'iters': 5000}",0.0516
A5_bilinear,2,0,"{'rank': 4, 'iters': 1000}",0.0705
A5_bilinear,2,0,"{'rank': 4, 'iters': 5000}",0.0705
A5_bilinear,2,0,"{'rank': 8, 'iters': 1000}",0.1249
A5_bilinear,2,0,"{'rank': 8, 'iters': 5000}",0.1249
A5_bilinear,2,0,"{'rank': 16, 'iters': 1000}",0.1561
A5_bilinear,2,0,"{'rank': 16, 'iters': 5000}",0.1561
A5_bilinear,2,1,"{'rank': 2, 'iters': 1000}",0.0578
A5_bilinear,2,1,"{'rank': 2, 'iters': 5000}",0.0578
A5_bilinear,2,1,"{'rank': 4, 'iters': 1000}",0.0812
A5_bilinear,2,1,"{'rank': 4, 'iters': 5000}",0.0812
A5_bilinear,2,1,"{'rank': 8, 'iters': 1000}",0.1578
A5_bilinear,2,1,"{'rank': 8, 'iters': 5000}",0.1578
A5_bilinear,2,1,"{'rank': 16, 'iters': 1000}",0.2013
A5_bilinear,2,1,"{'rank': 16, 'iters': 5000}",0.2013
A5_bilinear,2,2,"{'rank': 2, 'iters': 1000}",0.0668
A5_bilinear,2,2,"{'rank': 2, 'iters': 5000}",0.0668
A5_bilinear,2,2,"{'rank': 4, 'iters': 1000}",0.1013
A5_bilinear,2,2,"{'rank': 4, 'iters': 5000}",0.1013
A5_bilinear,2,2,"{'rank': 8, 'iters': 1000}",0.1744
A5_bilinear,2,2,"{'rank': 8, 'iters': 5000}",0.1744
A5_bilinear,2,2,"{'rank': 16, 'iters': 1000}",0.2207
A5_bilinear,2,2,"{'rank': 16, 'iters': 5000}",0.2207
A5_bilinear,2,3,"{'rank': 2, 'iters': 1000}",0.0622
A5_bilinear,2,3,"{'rank': 2, 'iters': 5000}",0.0622
A5_bilinear,2,3,"{'rank': 4, 'iters': 1000}",0.0850
A5_bilinear,2,3,"{'rank': 4, 'iters': 5000}",0.0850
A5_bilinear,2,3,"{'rank': 8, 'iters': 1000}",0.1374
A5_bilinear,2,3,"{'rank': 8, 'iters': 5000}",0.1374
A5_bilinear,2,3,"{'rank': 16, 'iters': 1000}",0.2021
A5_bilinear,2,3,"{'rank': 16, 'iters': 5000}",0.2021
A5_bilinear,2,4,"{'rank': 2, 'iters': 1000}",0.0580
A5_bilinear,2,4,"{'rank': 2, 'iters': 5000}",0.0580
A5_bilinear,2,4,"{'rank': 4, 'iters': 1000}",0.0598
A5_bilinear,2,4,"{'rank': 4, 'iters': 5000}",0.0598
A5_bilinear,2,4,"{'rank': 8, 'iters': 1000}",0.1519
A5_bilinear,2,4,"{'rank': 8, 'iters': 5000}",0.1519
A5_bilinear,2,4,"{'rank': 16, 'iters': 1000}",0.2048
A5_bilinear,2,4,"{'rank': 16, 'iters': 5000}",0.2048
A2_ppmi_svd,0,0,{'rank': 8},0.1353
A2_ppmi_svd,0,0,{'rank': 16},0.1939
A2_ppmi_svd,0,0,{'rank': 32},0.3767
A2_ppmi_svd,0,0,{'rank': 50},0.4363
A2_ppmi_svd,0,1,{'rank': 8},0.1314
A2_ppmi_svd,0,1,{'rank': 16},0.1889
A2_ppmi_svd,0,1,{'rank': 32},0.3454
A2_ppmi_svd,0,1,{'rank': 50},0.4079
A2_ppmi_svd,0,2,{'rank': 8},0.1552
A2_ppmi_svd,0,2,{'rank': 16},0.2021
A2_ppmi_svd,0,2,{'rank': 32},0.3847
A2_ppmi_svd,0,2,{'rank': 50},0.4484
A2_ppmi_svd,0,3,{'rank': 8},0.1835
A2_ppmi_svd,0,3,{'rank': 16},0.2341
A2_ppmi_svd,0,3,{'rank': 32},0.4176
A2_ppmi_svd,0,3,{'rank': 50},0.4691
A2_ppmi_svd,0,4,{'rank': 8},0.1621
A2_ppmi_svd,0,4,{'rank': 16},0.2089
A2_ppmi_svd,0,4,{'rank': 32},0.3874
A2_ppmi_svd,0,4,{'rank': 50},0.4504
A2_ppmi_svd,1,0,{'rank': 8},0.1610
A2_ppmi_svd,1,0,{'rank': 16},0.2164
A2_ppmi_svd,1,0,{'rank': 32},0.4186
A2_ppmi_svd,1,0,{'rank': 50},0.4731
A2_ppmi_svd,1,1,{'rank': 8},0.1607
A2_ppmi_svd,1,1,{'rank': 16},0.2164
A2_ppmi_svd,1,1,{'rank': 32},0.3716
A2_ppmi_svd,1,1,{'rank': 50},0.4193
A2_ppmi_svd,1,2,{'rank': 8},0.1353
A2_ppmi_svd,1,2,{'rank': 16},0.1697
A2_ppmi_svd,1,2,{'rank': 32},0.3688
A2_ppmi_svd,1,2,{'rank': 50},0.4192
A2_ppmi_svd,1,3,{'rank': 8},0.1563
A2_ppmi_svd,1,3,{'rank': 16},0.2185
A2_ppmi_svd,1,3,{'rank': 32},0.4120
A2_ppmi_svd,1,3,{'rank': 50},0.4697
A2_ppmi_svd,1,4,{'rank': 8},0.1391
A2_ppmi_svd,1,4,{'rank': 16},0.2169
A2_ppmi_svd,1,4,{'rank': 32},0.3887
A2_ppmi_svd,1,4,{'rank': 50},0.4334
A2_ppmi_svd,2,0,{'rank': 8},0.1466
A2_ppmi_svd,2,0,{'rank': 16},0.1992
A2_ppmi_svd,2,0,{'rank': 32},0.3613
A2_ppmi_svd,2,0,{'rank': 50},0.4294
A2_ppmi_svd,2,1,{'rank': 8},0.1564
A2_ppmi_svd,2,1,{'rank': 16},0.1958
A2_ppmi_svd,2,1,{'rank': 32},0.3857
A2_ppmi_svd,2,1,{'rank': 50},0.4525
A2_ppmi_svd,2,2,{'rank': 8},0.1543
A2_ppmi_svd,2,2,{'rank': 16},0.2055
A2_ppmi_svd,2,2,{'rank': 32},0.3650
A2_ppmi_svd,2,2,{'rank': 50},0.4276
A2_ppmi_svd,2,3,{'rank': 8},0.1522
A2_ppmi_svd,2,3,{'rank': 16},0.2182
A2_ppmi_svd,2,3,{'rank': 32},0.4001
A2_ppmi_svd,2,3,{'rank': 50},0.4723
A2_ppmi_svd,2,4,{'rank': 8},0.1407
A2_ppmi_svd,2,4,{'rank': 16},0.2062
A2_ppmi_svd,2,4,{'rank': 32},0.3737
A2_ppmi_svd,2,4,{'rank': 50},0.4385
B5_word2vec,0,0,"{'dim': 8, 'window': 2, 'epochs': 50}",0.1408
B5_word2vec,0,0,"{'dim': 8, 'window': 2, 'epochs': 200}",0.2151
B5_word2vec,0,0,"{'dim': 8, 'window': 5, 'epochs': 50}",0.1709
B5_word2vec,0,0,"{'dim': 8, 'window': 5, 'epochs': 200}",0.2114
B5_word2vec,0,0,"{'dim': 16, 'window': 2, 'epochs': 50}",0.1700
B5_word2vec,0,0,"{'dim': 16, 'window': 2, 'epochs': 200}",0.2999
B5_word2vec,0,0,"{'dim': 16, 'window': 5, 'epochs': 50}",0.1689
B5_word2vec,0,0,"{'dim': 16, 'window': 5, 'epochs': 200}",0.2692
B5_word2vec,0,0,"{'dim': 32, 'window': 2, 'epochs': 50}",0.1815
B5_word2vec,0,0,"{'dim': 32, 'window': 2, 'epochs': 200}",0.3957
B5_word2vec,0,0,"{'dim': 32, 'window': 5, 'epochs': 50}",0.2062
B5_word2vec,0,0,"{'dim': 32, 'window': 5, 'epochs': 200}",0.3732
B5_word2vec,0,0,"{'dim': 64, 'window': 2, 'epochs': 50}",0.1837
B5_word2vec,0,0,"{'dim': 64, 'window': 2, 'epochs': 200}",0.3630
B5_word2vec,0,0,"{'dim': 64, 'window': 5, 'epochs': 50}",0.2011
B5_word2vec,0,0,"{'dim': 64, 'window': 5, 'epochs': 200}",0.3590
B5_word2vec,0,1,"{'dim': 8, 'window': 2, 'epochs': 50}",0.1286
B5_word2vec,0,1,"{'dim': 8, 'window': 2, 'epochs': 200}",0.2090
B5_word2vec,0,1,"{'dim': 8, 'window': 5, 'epochs': 50}",0.1469
B5_word2vec,0,1,"{'dim': 8, 'window': 5, 'epochs': 200}",0.2218
B5_word2vec,0,1,"{'dim': 16, 'window': 2, 'epochs': 50}",0.1686
B5_word2vec,0,1,"{'dim': 16, 'window': 2, 'epochs': 200}",0.2914
B5_word2vec,0,1,"{'dim': 16, 'window': 5, 'epochs': 50}",0.1654
B5_word2vec,0,1,"{'dim': 16, 'window': 5, 'epochs': 200}",0.2796
B5_word2vec,0,1,"{'dim': 32, 'window': 2, 'epochs': 50}",0.1671
B5_word2vec,0,1,"{'dim': 32, 'window': 2, 'epochs': 200}",0.3689
B5_word2vec,0,1,"{'dim': 32, 'window': 5, 'epochs': 50}",0.1896
B5_word2vec,0,1,"{'dim': 32, 'window': 5, 'epochs': 200}",0.3546
B5_word2vec,0,1,"{'dim': 64, 'window': 2, 'epochs': 50}",0.1887
B5_word2vec,0,1,"{'dim': 64, 'window': 2, 'epochs': 200}",0.3536
B5_word2vec,0,1,"{'dim': 64, 'window': 5, 'epochs': 50}",0.1891
B5_word2vec,0,1,"{'dim': 64, 'window': 5, 'epochs': 200}",0.3463
B5_word2vec,0,2,"{'dim': 8, 'window': 2, 'epochs': 50}",0.1373
B5_word2vec,0,2,"{'dim': 8, 'window': 2, 'epochs': 200}",0.2260
B5_word2vec,0,2,"{'dim': 8, 'window': 5, 'epochs': 50}",0.1664
B5_word2vec,0,2,"{'dim': 8, 'window': 5, 'epochs': 200}",0.2304
B5_word2vec,0,2,"{'dim': 16, 'window': 2, 'epochs': 50}",0.1621
B5_word2vec,0,2,"{'dim': 16, 'window': 2, 'epochs': 200}",0.3212
B5_word2vec,0,2,"{'dim': 16, 'window': 5, 'epochs': 50}",0.1566
B5_word2vec,0,2,"{'dim': 16, 'window': 5, 'epochs': 200}",0.2902
B5_word2vec,0,2,"{'dim': 32, 'window': 2, 'epochs': 50}",0.1777
B5_word2vec,0,2,"{'dim': 32, 'window': 2, 'epochs': 200}",0.4073
B5_word2vec,0,2,"{'dim': 32, 'window': 5, 'epochs': 50}",0.1958
B5_word2vec,0,2,"{'dim': 32, 'window': 5, 'epochs': 200}",0.3992
B5_word2vec,0,2,"{'dim': 64, 'window': 2, 'epochs': 50}",0.1924
B5_word2vec,0,2,"{'dim': 64, 'window': 2, 'epochs': 200}",0.3686
B5_word2vec,0,2,"{'dim': 64, 'window': 5, 'epochs': 50}",0.1882
B5_word2vec,0,2,"{'dim': 64, 'window': 5, 'epochs': 200}",0.3848
B5_word2vec,0,3,"{'dim': 8, 'window': 2, 'epochs': 50}",0.1615
B5_word2vec,0,3,"{'dim': 8, 'window': 2, 'epochs': 200}",0.2512
B5_word2vec,0,3,"{'dim': 8, 'window': 5, 'epochs': 50}",0.1867
B5_word2vec,0,3,"{'dim': 8, 'window': 5, 'epochs': 200}",0.2434
B5_word2vec,0,3,"{'dim': 16, 'window': 2, 'epochs': 50}",0.2031
B5_word2vec,0,3,"{'dim': 16, 'window': 2, 'epochs': 200}",0.3259
B5_word2vec,0,3,"{'dim': 16, 'window': 5, 'epochs': 50}",0.1874
B5_word2vec,0,3,"{'dim': 16, 'window': 5, 'epochs': 200}",0.3074
B5_word2vec,0,3,"{'dim': 32, 'window': 2, 'epochs': 50}",0.2107
B5_word2vec,0,3,"{'dim': 32, 'window': 2, 'epochs': 200}",0.4045
B5_word2vec,0,3,"{'dim': 32, 'window': 5, 'epochs': 50}",0.2335
B5_word2vec,0,3,"{'dim': 32, 'window': 5, 'epochs': 200}",0.3851
B5_word2vec,0,3,"{'dim': 64, 'window': 2, 'epochs': 50}",0.2230
B5_word2vec,0,3,"{'dim': 64, 'window': 2, 'epochs': 200}",0.3964
B5_word2vec,0,3,"{'dim': 64, 'window': 5, 'epochs': 50}",0.2304
B5_word2vec,0,3,"{'dim': 64, 'window': 5, 'epochs': 200}",0.3779
B5_word2vec,0,4,"{'dim': 8, 'window': 2, 'epochs': 50}",0.1457
B5_word2vec,0,4,"{'dim': 8, 'window': 2, 'epochs': 200}",0.2347
B5_word2vec,0,4,"{'dim': 8, 'window': 5, 'epochs': 50}",0.1699
B5_word2vec,0,4,"{'dim': 8, 'window': 5, 'epochs': 200}",0.2462
B5_word2vec,0,4,"{'dim': 16, 'window': 2, 'epochs': 50}",0.1873
B5_word2vec,0,4,"{'dim': 16, 'window': 2, 'epochs': 200}",0.3428
B5_word2vec,0,4,"{'dim': 16, 'window': 5, 'epochs': 50}",0.1781
B5_word2vec,0,4,"{'dim': 16, 'window': 5, 'epochs': 200}",0.3301
B5_word2vec,0,4,"{'dim': 32, 'window': 2, 'epochs': 50}",0.1915
B5_word2vec,0,4,"{'dim': 32, 'window': 2, 'epochs': 200}",0.4331
B5_word2vec,0,4,"{'dim': 32, 'window': 5, 'epochs': 50}",0.2162
B5_word2vec,0,4,"{'dim': 32, 'window': 5, 'epochs': 200}",0.4236
B5_word2vec,0,4,"{'dim': 64, 'window': 2, 'epochs': 50}",0.1985
B5_word2vec,0,4,"{'dim': 64, 'window': 2, 'epochs': 200}",0.4044
B5_word2vec,0,4,"{'dim': 64, 'window': 5, 'epochs': 50}",0.2050
B5_word2vec,0,4,"{'dim': 64, 'window': 5, 'epochs': 200}",0.4159
B5_word2vec,1,0,"{'dim': 8, 'window': 2, 'epochs': 50}",0.1448
B5_word2vec,1,0,"{'dim': 8, 'window': 2, 'epochs': 200}",0.2160
B5_word2vec,1,0,"{'dim': 8, 'window': 5, 'epochs': 50}",0.1439
B5_word2vec,1,0,"{'dim': 8, 'window': 5, 'epochs': 200}",0.2140
B5_word2vec,1,0,"{'dim': 16, 'window': 2, 'epochs': 50}",0.1833
B5_word2vec,1,0,"{'dim': 16, 'window': 2, 'epochs': 200}",0.3193
B5_word2vec,1,0,"{'dim': 16, 'window': 5, 'epochs': 50}",0.1876
B5_word2vec,1,0,"{'dim': 16, 'window': 5, 'epochs': 200}",0.3097
B5_word2vec,1,0,"{'dim': 32, 'window': 2, 'epochs': 50}",0.1972
B5_word2vec,1,0,"{'dim': 32, 'window': 2, 'epochs': 200}",0.3591
B5_word2vec,1,0,"{'dim': 32, 'window': 5, 'epochs': 50}",0.1926
B5_word2vec,1,0,"{'dim': 32, 'window': 5, 'epochs': 200}",0.3870
B5_word2vec,1,0,"{'dim': 64, 'window': 2, 'epochs': 50}",0.2281
B5_word2vec,1,0,"{'dim': 64, 'window': 2, 'epochs': 200}",0.3785
B5_word2vec,1,0,"{'dim': 64, 'window': 5, 'epochs': 50}",0.1810
