method,seed,outer_fold,params,inner_mrr
B5_word2vec,1,0,"{'dim': 64, 'window': 5, 'epochs': 200}",0.4228
B5_word2vec,1,1,"{'dim': 8, 'window': 2, 'epochs': 50}",0.1586
B5_word2vec,1,1,"{'dim': 8, 'window': 2, 'epochs': 200}",0.2345
B5_word2vec,1,1,"{'dim': 8, 'window': 5, 'epochs': 50}",0.1542
B5_word2vec,1,1,"{'dim': 8, 'window': 5, 'epochs': 200}",0.2178
B5_word2vec,1,1,"{'dim': 16, 'window': 2, 'epochs': 50}",0.1866
B5_word2vec,1,1,"{'dim': 16, 'window': 2, 'epochs': 200}",0.3177
B5_word2vec,1,1,"{'dim': 16, 'window': 5, 'epochs': 50}",0.2008
B5_word2vec,1,1,"{'dim': 16, 'window': 5, 'epochs': 200}",0.2916
B5_word2vec,1,1,"{'dim': 32, 'window': 2, 'epochs': 50}",0.2001
B5_word2vec,1,1,"{'dim': 32, 'window': 2, 'epochs': 200}",0.3598
B5_word2vec,1,1,"{'dim': 32, 'window': 5, 'epochs': 50}",0.1946
B5_word2vec,1,1,"{'dim': 32, 'window': 5, 'epochs': 200}",0.3745
B5_word2vec,1,1,"{'dim': 64, 'window': 2, 'epochs': 50}",0.2244
B5_word2vec,1,1,"{'dim': 64, 'window': 2, 'epochs': 200}",0.3758
B5_word2vec,1,1,"{'dim': 64, 'window': 5, 'epochs': 50}",0.1849
B5_word2vec,1,1,"{'dim': 64, 'window': 5, 'epochs': 200}",0.4005
B5_word2vec,1,2,"{'dim': 8, 'window': 2, 'epochs': 50}",0.1392
B5_word2vec,1,2,"{'dim': 8, 'window': 2, 'epochs': 200}",0.2091
B5_word2vec,1,2,"{'dim': 8, 'window': 5, 'epochs': 50}",0.1353
B5_word2vec,1,2,"{'dim': 8, 'window': 5, 'epochs': 200}",0.2146
B5_word2vec,1,2,"{'dim': 16, 'window': 2, 'epochs': 50}",0.1795
B5_word2vec,1,2,"{'dim': 16, 'window': 2, 'epochs': 200}",0.2937
B5_word2vec,1,2,"{'dim': 16, 'window': 5, 'epochs': 50}",0.1751
B5_word2vec,1,2,"{'dim': 16, 'window': 5, 'epochs': 200}",0.2745
B5_word2vec,1,2,"{'dim': 32, 'window': 2, 'epochs': 50}",0.1787
B5_word2vec,1,2,"{'dim': 32, 'window': 2, 'epochs': 200}",0.3372
B5_word2vec,1,2,"{'dim': 32, 'window': 5, 'epochs': 50}",0.1789
B5_word2vec,1,2,"{'dim': 32, 'window': 5, 'epochs': 200}",0.3605
B5_word2vec,1,2,"{'dim': 64, 'window': 2, 'epochs': 50}",0.1994
B5_word2vec,1,2,"{'dim': 64, 'window': 2, 'epochs': 200}",0.3569
B5_word2vec,1,2,"{'dim': 64, 'window': 5, 'epochs': 50}",0.1687
B5_word2vec,1,2,"{'dim': 64, 'window': 5, 'epochs': 200}",0.3871
B5_word2vec,1,3,"{'dim': 8, 'window': 2, 'epochs': 50}",0.1405
B5_word2vec,1,3,"{'dim': 8, 'window': 2, 'epochs': 200}",0.2289
B5_word2vec,1,3,"{'dim': 8, 'window': 5, 'epochs': 50}",0.1387
B5_word2vec,1,3,"{'dim': 8, 'window': 5, 'epochs': 200}",0.2177
B5_word2vec,1,3,"{'dim': 16, 'window': 2, 'epochs': 50}",0.1694
B5_word2vec,1,3,"{'dim': 16, 'window': 2, 'epochs': 200}",0.3401
B5_word2vec,1,3,"{'dim': 16, 'window': 5, 'epochs': 50}",0.1790
B5_word2vec,1,3,"{'dim': 16, 'window': 5, 'epochs': 200}",0.3133
B5_word2vec,1,3,"{'dim': 32, 'window': 2, 'epochs': 50}",0.1882
B5_word2vec,1,3,"{'dim': 32, 'window': 2, 'epochs': 200}",0.3842
B5_word2vec,1,3,"{'dim': 32, 'window': 5, 'epochs': 50}",0.1805
B5_word2vec,1,3,"{'dim': 32, 'window': 5, 'epochs': 200}",0.3921
B5_word2vec,1,3,"{'dim': 64, 'window': 2, 'epochs': 50}",0.2209
B5_word2vec,1,3,"{'dim': 64, 'window': 2, 'epochs': 200}",0.3969
B5_word2vec,1,3,"{'dim': 64, 'window': 5, 'epochs': 50}",0.1708
B5_word2vec,1,3,"{'dim': 64, 'window': 5, 'epochs': 200}",0.4199
B5_word2vec,1,4,"{'dim': 8, 'window': 2, 'epochs': 50}",0.1379
B5_word2vec,1,4,"{'dim': 8, 'window': 2, 'epochs': 200}",0.2142
B5_word2vec,1,4,"{'dim': 8, 'window': 5, 'epochs': 50}",0.1305
B5_word2vec,1,4,"{'dim': 8, 'window': 5, 'epochs': 200}",0.1884
B5_word2vec,1,4,"{'dim': 16, 'window': 2, 'epochs': 50}",0.1577
B5_word2vec,1,4,"{'dim': 16, 'window': 2, 'epochs': 200}",0.2973
B5_word2vec,1,4,"{'dim': 16, 'window': 5, 'epochs': 50}",0.1698
B5_word2vec,1,4,"{'dim': 16, 'window': 5, 'epochs': 200}",0.2873
B5_word2vec,1,4,"{'dim': 32, 'window': 2, 'epochs': 50}",0.1812
B5_word2vec,1,4,"{'dim': 32, 'window': 2, 'epochs': 200}",0.3420
B5_word2vec,1,4,"{'dim': 32, 'window': 5, 'epochs': 50}",0.1760
B5_word2vec,1,4,"{'dim': 32, 'window': 5, 'epochs': 200}",0.3515
B5_word2vec,1,4,"{'dim': 64, 'window': 2, 'epochs': 50}",0.1987
B5_word2vec,1,4,"{'dim': 64, 'window': 2, 'epochs': 200}",0.3504
B5_word2vec,1,4,"{'dim': 64, 'window': 5, 'epochs': 50}",0.1698
B5_word2vec,1,4,"{'dim': 64, 'window': 5, 'epochs': 200}",0.3873
B5_word2vec,2,0,"{'dim': 8, 'window': 2, 'epochs': 50}",0.1762
B5_word2vec,2,0,"{'dim': 8, 'window': 2, 'epochs': 200}",0.2056
B5_word2vec,2,0,"{'dim': 8, 'window': 5, 'epochs': 50}",0.1619
B5_word2vec,2,0,"{'dim': 8, 'window': 5, 'epochs': 200}",0.2464
B5_word2vec,2,0,"{'dim': 16, 'window': 2, 'epochs': 50}",0.1836
B5_word2vec,2,0,"{'dim': 16, 'window': 2, 'epochs': 200}",0.2897
B5_word2vec,2,0,"{'dim': 16, 'window': 5, 'epochs': 50}",0.1783
B5_word2vec,2,0,"{'dim': 16, 'window': 5, 'epochs': 200}",0.2806
B5_word2vec,2,0,"{'dim': 32, 'window': 2, 'epochs': 50}",0.2010
B5_word2vec,2,0,"{'dim': 32, 'window': 2, 'epochs': 200}",0.3619
B5_word2vec,2,0,"{'dim': 32, 'window': 5, 'epochs': 50}",0.1987
B5_word2vec,2,0,"{'dim': 32, 'window': 5, 'epochs': 200}",0.3724
B5_word2vec,2,0,"{'dim': 64, 'window': 2, 'epochs': 50}",0.2102
B5_word2vec,2,0,"{'dim': 64, 'window': 2, 'epochs': 200}",0.3620
B5_word2vec,2,0,"{'dim': 64, 'window': 5, 'epochs': 50}",0.1834
B5_word2vec,2,0,"{'dim': 64, 'window': 5, 'epochs': 200}",0.3773
B5_word2vec,2,1,"{'dim': 8, 'window': 2, 'epochs': 50}",0.1892
B5_word2vec,2,1,"{'dim': 8, 'window': 2, 'epochs': 200}",0.2056
B5_word2vec,2,1,"{'dim': 8, 'window': 5, 'epochs': 50}",0.1772
B5_word2vec,2,1,"{'dim': 8, 'window': 5, 'epochs': 200}",0.2418
B5_word2vec,2,1,"{'dim': 16, 'window': 2, 'epochs': 50}",0.1974
B5_word2vec,2,1,"{'dim': 16, 'window': 2, 'epochs': 200}",0.3094
B5_word2vec,2,1,"{'dim': 16, 'window': 5, 'epochs': 50}",0.1817
B5_word2vec,2,1,"{'dim': 16, 'window': 5, 'epochs': 200}",0.3174
B5_word2vec,2,1,"{'dim': 32, 'window': 2, 'epochs': 50}",0.2191
B5_word2vec,2,1,"{'dim': 32, 'window': 2, 'epochs': 200}",0.3775
B5_word2vec,2,1,"{'dim': 32, 'window': 5, 'epochs': 50}",0.2065
B5_word2vec,2,1,"{'dim': 32, 'window': 5, 'epochs': 200}",0.3969
B5_word2vec,2,1,"{'dim': 64, 'window': 2, 'epochs': 50}",0.2203
B5_word2vec,2,1,"{'dim': 64, 'window': 2, 'epochs': 200}",0.3695
B5_word2vec,2,1,"{'dim': 64, 'window': 5, 'epochs': 50}",0.1920
B5_word2vec,2,1,"{'dim': 64, 'window': 5, 'epochs': 200}",0.4120
B5_word2vec,2,2,"{'dim': 8, 'window': 2, 'epochs': 50}",0.1718
B5_word2vec,2,2,"{'dim': 8, 'window': 2, 'epochs': 200}",0.1955
B5_word2vec,2,2,"{'dim': 8, 'window': 5, 'epochs': 50}",0.1699
B5_word2vec,2,2,"{'dim': 8, 'window': 5, 'epochs': 200}",0.2217
B5_word2vec,2,2,"{'dim': 16, 'window': 2, 'epochs': 50}",0.1830
B5_word2vec,2,2,"{'dim': 16, 'window': 2, 'epochs': 200}",0.3044
B5_word2vec,2,2,"{'dim': 16, 'window': 5, 'epochs': 50}",0.1799
B5_word2vec,2,2,"{'dim': 16, 'window': 5, 'epochs': 200}",0.2937
B5_word2vec,2,2,"{'dim': 32, 'window': 2, 'epochs': 50}",0.2227
B5_word2vec,2,2,"{'dim': 32, 'window': 2, 'epochs': 200}",0.3641
B5_word2vec,2,2,"{'dim': 32, 'window': 5, 'epochs': 50}",0.1963
B5_word2vec,2,2,"{'dim': 32, 'window': 5, 'epochs': 200}",0.3864
B5_word2vec,2,2,"{'dim': 64, 'window': 2, 'epochs': 50}",0.2146
B5_word2vec,2,2,"{'dim': 64, 'window': 2, 'epochs': 200}",0.3656
B5_word2vec,2,2,"{'dim': 64, 'window': 5, 'epochs': 50}",0.1789
B5_word2vec,2,2,"{'dim': 64, 'window': 5, 'epochs': 200}",0.3978
B5_word2vec,2,3,"{'dim': 8, 'window': 2, 'epochs': 50}",0.1940
B5_word2vec,2,3,"{'dim': 8, 'window': 2, 'epochs': 200}",0.2239
B5_word2vec,2,3,"{'dim': 8, 'window': 5, 'epochs': 50}",0.1826
B5_word2vec,2,3,"{'dim': 8, 'window': 5, 'epochs': 200}",0.2369
B5_word2vec,2,3,"{'dim': 16, 'window': 2, 'epochs': 50}",0.2032
B5_word2vec,2,3,"{'dim': 16, 'window': 2, 'epochs': 200}",0.3210
B5_word2vec,2,3,"{'dim': 16, 'window': 5, 'epochs': 50}",0.1925
B5_word2vec,2,3,"{'dim': 16, 'window': 5, 'epochs': 200}",0.3237
B5_word2vec,2,3,"{'dim': 32, 'window': 2, 'epochs': 50}",0.2371
B5_word2vec,2,3,"{'dim': 32, 'window': 2, 'epochs': 200}",0.4159
B5_word2vec,2,3,"{'dim': 32, 'window': 5, 'epochs': 50}",0.2277
B5_word2vec,2,3,"{'dim': 32, 'window': 5, 'epochs': 200}",0.4195
B5_word2vec,2,3,"{'dim': 64, 'window': 2, 'epochs': 50}",0.2275
B5_word2vec,2,3,"{'dim': 64, 'window': 2, 'epochs': 200}",0.4085
B5_word2vec,2,3,"{'dim': 64, 'window': 5, 'epochs': 50}",0.1992
B5_word2vec,2,3,"{'dim': 64, 'window': 5, 'epochs': 200}",0.4238
B5_word2vec,2,4,"{'dim': 8, 'window': 2, 'epochs': 50}",0.1793
B5_word2vec,2,4,"{'dim': 8, 'window': 2, 'epochs': 200}",0.2014
B5_word2vec,2,4,"{'dim': 8, 'window': 5, 'epochs': 50}",0.1772
B5_word2vec,2,4,"{'dim': 8, 'window': 5, 'epochs': 200}",0.2228
B5_word2vec,2,4,"{'dim': 16, 'window': 2, 'epochs': 50}",0.1838
B5_word2vec,2,4,"{'dim': 16, 'window': 2, 'epochs': 200}",0.2863
B5_word2vec,2,4,"{'dim': 16, 'window': 5, 'epochs': 50}",0.1794
B5_word2vec,2,4,"{'dim': 16, 'window': 5, 'epochs': 200}",0.2841
B5_word2vec,2,4,"{'dim': 32, 'window': 2, 'epochs': 50}",0.2065
B5_word2vec,2,4,"{'dim': 32, 'window': 2, 'epochs': 200}",0.3768
B5_word2vec,2,4,"{'dim': 32, 'window': 5, 'epochs': 50}",0.2035
B5_word2vec,2,4,"{'dim': 32, 'window': 5, 'epochs': 200}",0.3772
B5_word2vec,2,4,"{'dim': 64, 'window': 2, 'epochs': 50}",0.2046
B5_word2vec,2,4,"{'dim': 64, 'window': 2, 'epochs': 200}",0.3725
B5_word2vec,2,4,"{'dim': 64, 'window': 5, 'epochs': 50}",0.1843
B5_word2vec,2,4,"{'dim': 64, 'window': 5, 'epochs': 200}",0.3886
B6_node2vec,0,0,"{'dim': 8, 'p': 0.25, 'q': 0.25}",0.2106
B6_node2vec,0,0,"{'dim': 8, 'p': 0.25, 'q': 1}",0.2074
B6_node2vec,0,0,"{'dim': 8, 'p': 0.25, 'q': 4}",0.1962
B6_node2vec,0,0,"{'dim': 8, 'p': 1, 'q': 0.25}",0.1766
B6_node2vec,0,0,"{'dim': 8, 'p': 1, 'q': 1}",0.1737
B6_node2vec,0,0,"{'dim': 8, 'p': 1, 'q': 4}",0.1852
B6_node2vec,0,0,"{'dim': 8, 'p': 4, 'q': 0.25}",0.1853
B6_node2vec,0,0,"{'dim': 8, 'p': 4, 'q': 1}",0.1632
B6_node2vec,0,0,"{'dim': 8, 'p': 4, 'q': 4}",0.1855
B6_node2vec,0,0,"{'dim': 16, 'p': 0.25, 'q': 0.25}",0.2954
B6_node2vec,0,0,"{'dim': 16, 'p': 0.25, 'q': 1}",0.3218
B6_node2vec,0,0,"{'dim': 16, 'p': 0.25, 'q': 4}",0.3033
B6_node2vec,0,0,"{'dim': 16, 'p': 1, 'q': 0.25}",0.2634
B6_node2vec,0,0,"{'dim': 16, 'p': 1, 'q': 1}",0.2448
B6_node2vec,0,0,"{'dim': 16, 'p': 1, 'q': 4}",0.2636
B6_node2vec,0,0,"{'dim': 16, 'p': 4, 'q': 0.25}",0.2184
B6_node2vec,0,0,"{'dim': 16, 'p': 4, 'q': 1}",0.2285
B6_node2vec,0,0,"{'dim': 16, 'p': 4, 'q': 4}",0.2555
B6_node2vec,0,0,"{'dim': 32, 'p': 0.25, 'q': 0.25}",0.3139
B6_node2vec,0,0,"{'dim': 32, 'p': 0.25, 'q': 1}",0.3403
B6_node2vec,0,0,"{'dim': 32, 'p': 0.25, 'q': 4}",0.3596
B6_node2vec,0,0,"{'dim': 32, 'p': 1, 'q': 0.25}",0.3312
B6_node2vec,0,0,"{'dim': 32, 'p': 1, 'q': 1}",0.2930
B6_node2vec,0,0,"{'dim': 32, 'p': 1, 'q': 4}",0.3133
B6_node2vec,0,0,"{'dim': 32, 'p': 4, 'q': 0.25}",0.2894
B6_node2vec,0,0,"{'dim': 32, 'p': 4, 'q': 1}",0.2775
B6_node2vec,0,0,"{'dim': 32, 'p': 4, 'q': 4}",0.3112
B6_node2vec,0,0,"{'dim': 64, 'p': 0.25, 'q': 0.25}",0.3073
B6_node2vec,0,0,"{'dim': 64, 'p': 0.25, 'q': 1}",0.3487
B6_node2vec,0,0,"{'dim': 64, 'p': 0.25, 'q': 4}",0.3673
B6_node2vec,0,0,"{'dim': 64, 'p': 1, 'q': 0.25}",0.3289
B6_node2vec,0,0,"{'dim': 64, 'p': 1, 'q': 1}",0.3042
B6_node2vec,0,0,"{'dim': 64, 'p': 1, 'q': 4}",0.2896
B6_node2vec,0,0,"{'dim': 64, 'p': 4, 'q': 0.25}",0.2978
B6_node2vec,0,0,"{'dim': 64, 'p': 4, 'q': 1}",0.2918
B6_node2vec,0,0,"{'dim': 64, 'p': 4, 'q': 4}",0.2986
B6_node2vec,0,1,"{'dim': 8, 'p': 0.25, 'q': 0.25}",0.1974
B6_node2vec,0,1,"{'dim': 8, 'p': 0.25, 'q': 1}",0.2031
B6_node2vec,0,1,"{'dim': 8, 'p': 0.25, 'q': 4}",0.2071
B6_node2vec,0,1,"{'dim': 8, 'p': 1, 'q': 0.25}",0.1661
B6_node2vec,0,1,"{'dim': 8, 'p': 1, 'q': 1}",0.1665
B6_node2vec,0,1,"{'dim': 8, 'p': 1, 'q': 4}",0.1979
B6_node2vec,0,1,"{'dim': 8, 'p': 4, 'q': 0.25}",0.1768
B6_node2vec,0,1,"{'dim': 8, 'p': 4, 'q': 1}",0.1612
B6_node2vec,0,1,"{'dim': 8, 'p': 4, 'q': 4}",0.1794
B6_node2vec,0,1,"{'dim': 16, 'p': 0.25, 'q': 0.25}",0.2738
B6_node2vec,0,1,"{'dim': 16, 'p': 0.25, 'q': 1}",0.2985
B6_node2vec,0,1,"{'dim': 16, 'p': 0.25, 'q': 4}",0.2922
B6_node2vec,0,1,"{'dim': 16, 'p': 1, 'q': 0.25}",0.2257
B6_node2vec,0,1,"{'dim': 16, 'p': 1, 'q': 1}",0.2149
B6_node2vec,0,1,"{'dim': 16, 'p': 1, 'q': 4}",0.2544
B6_node2vec,0,1,"{'dim': 16, 'p': 4, 'q': 0.25}",0.2201
B6_node2vec,0,1,"{'dim': 16, 'p': 4, 'q': 1}",0.2306
B6_node2vec,0,1,"{'dim': 16, 'p': 4, 'q': 4}",0.2545
B6_node2vec,0,1,"{'dim': 32, 'p': 0.25, 'q': 0.25}",0.3006
B6_node2vec,0,1,"{'dim': 32, 'p': 0.25, 'q': 1}",0.3203
B6_node2vec,0,1,"{'dim': 32, 'p': 0.25, 'q': 4}",0.3441
B6_node2vec,0,1,"{'dim': 32, 'p': 1, 'q': 0.25}",0.2999
B6_node2vec,0,1,"{'dim': 32, 'p': 1, 'q': 1}",0.2667
B6_node2vec,0,1,"{'dim': 32, 'p': 1, 'q': 4}",0.3113
B6_node2vec,0,1,"{'dim': 32, 'p': 4, 'q': 0.25}",0.2925
B6_node2vec,0,1,"{'dim': 32, 'p': 4, 'q': 1}",0.2579
B6_node2vec,0,1,"{'dim': 32, 'p': 4, 'q': 4}",0.2957
B6_node2vec,0,1,"{'dim': 64, 'p': 0.25, 'q': 0.25}",0.3006
B6_node2vec,0,1,"{'dim': 64, 'p': 0.25, 'q': 1}",0.3213
B6_node2vec,0,1,"{'dim': 64, 'p': 0.25, 'q': 4}",0.3418
B6_node2vec,0,1,"{'dim': 64, 'p': 1, 'q': 0.25}",0.3019
B6_node2vec,0,1,"{'dim': 64, 'p': 1, 'q': 1}",0.2766
B6_node2vec,0,1,"{'dim': 64, 'p': 1, 'q': 4}",0.2940
B6_node2vec,0,1,"{'dim': 64, 'p': 4, 'q': 0.25}",0.2906
B6_node2vec,0,1,"{'dim': 64, 'p': 4, 'q': 1}",0.2744
B6_node2vec,0,1,"{'dim': 64, 'p': 4, 'q': 4}",0.2805
B6_node2vec,0,2,"{'dim': 8, 'p': 0.25, 'q': 0.25}",0.2232
B6_node2vec,0,2,"{'dim': 8, 'p': 0.25, 'q': 1}",0.2182
B6_node2vec,0,2,"{'dim': 8, 'p': 0.25, 'q': 4}",0.2139
B6_node2vec,0,2,"{'dim': 8, 'p': 1, 'q': 0.25}",0.1710
B6_node2vec,0,2,"{'dim': 8, 'p': 1, 'q': 1}",0.1900
B6_node2vec,0,2,"{'dim': 8, 'p': 1, 'q': 4}",0.2170
B6_node2vec,0,2,"{'dim': 8, 'p': 4, 'q': 0.25}",0.2153
B6_node2vec,0,2,"{'dim': 8, 'p': 4, 'q': 1}",0.1660
B6_node2vec,0,2,"{'dim': 8, 'p': 4, 'q': 4}",0.1949
B6_node2vec,0,2,"{'dim': 16, 'p': 0.25, 'q': 0.25}",0.2852
B6_node2vec,0,2,"{'dim': 16, 'p': 0.25, 'q': 1}",0.3161
B6_node2vec,0,2,"{'dim': 16, 'p': 0.25, 'q': 4}",0.3199
B6_node2vec,0,2,"{'dim': 16, 'p': 1, 'q': 0.25}",0.2789
B6_node2vec,0,2,"{'dim': 16, 'p': 1, 'q': 1}",0.2748
B6_node2vec,0,2,"{'dim': 16, 'p': 1, 'q': 4}",0.2936
B6_node2vec,0,2,"{'dim': 16, 'p': 4, 'q': 0.25}",0.2614
B6_node2vec,0,2,"{'dim': 16, 'p': 4, 'q': 1}",0.2520
B6_node2vec,0,2,"{'dim': 16, 'p': 4, 'q': 4}",0.2873
B6_node2vec,0,2,"{'dim': 32, 'p': 0.25, 'q': 0.25}",0.3223
B6_node2vec,0,2,"{'dim': 32, 'p': 0.25, 'q': 1}",0.3479
B6_node2vec,0,2,"{'dim': 32, 'p': 0.25, 'q': 4}",0.3807
B6_node2vec,0,2,"{'dim': 32, 'p': 1, 'q': 0.25}",0.3398
B6_node2vec,0,2,"{'dim': 32, 'p': 1, 'q': 1}",0.3120
B6_node2vec,0,2,"{'dim': 32, 'p': 1, 'q': 4}",0.3231
B6_node2vec,0,2,"{'dim': 32, 'p': 4, 'q': 0.25}",0.3296
B6_node2vec,0,2,"{'dim': 32, 'p': 4, 'q': 1}",0.3049
B6_node2vec,0,2,"{'dim': 32, 'p': 4, 'q': 4}",0.3332
B6_node2vec,0,2,"{'dim': 64, 'p': 0.25, 'q': 0.25}",0.3111
B6_node2vec,0,2,"{'dim': 64, 'p': 0.25, 'q': 1}",0.3513
B6_node2vec,0,2,"{'dim': 64, 'p': 0.25, 'q': 4}",0.3718
B6_node2vec,0,2,"{'dim': 64, 'p': 1, 'q': 0.25}",0.3450
B6_node2vec,0,2,"{'dim': 64, 'p': 1, 'q': 1}",0.3250
B6_node2vec,0,2,"{'dim': 64, 'p': 1, 'q': 4}",0.3073
B6_node2vec,0,2,"{'dim': 64, 'p': 4, 'q': 0.25}",0.3333
B6_node2vec,0,2,"{'dim': 64, 'p': 4, 'q': 1}",0.3084
B6_node2vec,0,2,"{'dim': 64, 'p': 4, 'q': 4}",0.3274
B6_node2vec,0,3,"{'dim': 8, 'p': 0.25, 'q': 0.25}",0.2427
B6_node2vec,0,3,"{'dim': 8, 'p': 0.25, 'q': 1}",0.2352
B6_node2vec,0,3,"{'dim': 8, 'p': 0.25, 'q': 4}",0.2542
B6_node2vec,0,3,"{'dim': 8, 'p': 1, 'q': 0.25}",0.1934
B6_node2vec,0,3,"{'dim': 8, 'p': 1, 'q': 1}",0.2096
B6_node2vec,0,3,"{'dim': 8, 'p': 1, 'q': 4}",0.2330
B6_node2vec,0,3,"{'dim': 8, 'p': 4, 'q': 0.25}",0.2320
B6_node2vec,0,3,"{'dim': 8, 'p': 4, 'q': 1}",0.1986
B6_node2vec,0,3,"{'dim': 8, 'p': 4, 'q': 4}",0.2122
B6_node2vec,0,3,"{'dim': 16, 'p': 0.25, 'q': 0.25}",0.3340
B6_node2vec,0,3,"{'dim': 16, 'p': 0.25, 'q': 1}",0.3527
B6_node2vec,0,3,"{'dim': 16, 'p': 0.25, 'q': 4}",0.3384
B6_node2vec,0,3,"{'dim': 16, 'p': 1, 'q': 0.25}",0.2984
B6_node2vec,0,3,"{'dim': 16, 'p': 1, 'q': 1}",0.2912
B6_node2vec,0,3,"{'dim': 16, 'p': 1, 'q': 4}",0.3048
B6_node2vec,0,3,"{'dim': 16, 'p': 4, 'q': 0.25}",0.2715
B6_node2vec,0,3,"{'dim': 16, 'p': 4, 'q': 1}",0.2764
B6_node2vec,0,3,"{'dim': 16, 'p': 4, 'q': 4}",0.2985
B6_node2vec,0,3,"{'dim': 32, 'p': 0.25, 'q': 0.25}",0.3759
B6_node2vec,0,3,"{'dim': 32, 'p': 0.25, 'q': 1}",0.3717
B6_node2vec,0,3,"{'dim': 32, 'p': 0.25, 'q': 4}",0.4093
B6_node2vec,0,3,"{'dim': 32, 'p': 1, 'q': 0.25}",0.3627
B6_node2vec,0,3,"{'dim': 32, 'p': 1, 'q': 1}",0.3332
B6_node2vec,0,3,"{'dim': 32, 'p': 1, 'q': 4}",0.3450
B6_node2vec,0,3,"{'dim': 32, 'p': 4, 'q': 0.25}",0.3353
B6_node2vec,0,3,"{'dim': 32, 'p': 4, 'q': 1}",0.3093
B6_node2vec,0,3,"{'dim': 32, 'p': 4, 'q': 4}",0.3514
B6_node2vec,0,3,"{'dim': 64, 'p': 0.25, 'q': 0.25}",0.3665
B6_node2vec,0,3,"{'dim': 64, 'p': 0.25, 'q': 1}",0.3840
B6_node2vec,0,3,"{'dim': 64, 'p': 0.25, 'q': 4}",0.4023
B6_node2vec,0,3,"{'dim': 64, 'p': 1, 'q': 0.25}",0.3601
B6_node2vec,0,3,"{'dim': 64, 'p': 1, 'q': 1}",0.3452
B6_node2vec,0,3,"{'dim': 64, 'p': 1, 'q': 4}",0.3342
B6_node2vec,0,3,"{'dim': 64, 'p': 4, 'q': 0.25}",0.3429
B6_node2vec,0,3,"{'dim': 64, 'p': 4, 'q': 1}",0.3211
B6_node2vec,0,3,"{'dim': 64, 'p': 4, 'q': 4}",0.3366
B6_node2vec,0,4,"{'dim': 8, 'p': 0.25, 'q': 0.25}",0.2226
B6_node2vec,0,4,"{'dim': 8, 'p': 0.25, 'q': 1}",0.2130
B6_node2vec,0,4,"{'dim': 8, 'p': 0.25, 'q': 4}",0.2166
B6_node2vec,0,4,"{'dim': 8, 'p': 1, 'q': 0.25}",0.1694
B6_node2vec,0,4,"{'dim': 8, 'p': 1, 'q': 1}",0.1891
B6_node2vec,0,4,"{'dim': 8, 'p': 1, 'q': 4}",0.2273
B6_node2vec,0,4,"{'dim': 8, 'p': 4, 'q': 0.25}",0.2036
B6_node2vec,0,4,"{'dim': 8, 'p': 4, 'q': 1}",0.1808
B6_node2vec,0,4,"{'dim': 8, 'p': 4, 'q': 4}",0.1933
B6_node2vec,0,4,"{'dim': 16, 'p': 0.25, 'q': 0.25}",0.3142
B6_node2vec,0,4,"{'dim': 16, 'p': 0.25, 'q': 1}",0.3424
B6_node2vec,0,4,"{'dim': 16, 'p': 0.25, 'q': 4}",0.3240
B6_node2vec,0,4,"{'dim': 16, 'p': 1, 'q': 0.25}",0.2694
B6_node2vec,0,4,"{'dim': 16, 'p': 1, 'q': 1}",0.2505
B6_node2vec,0,4,"{'dim': 16, 'p': 1, 'q': 4}",0.3075
B6_node2vec,0,4,"{'dim': 16, 'p': 4, 'q': 0.25}",0.2579
B6_node2vec,0,4,"{'dim': 16, 'p': 4, 'q': 1}",0.2753
B6_node2vec,0,4,"{'dim': 16, 'p': 4, 'q': 4}",0.2878
B6_node2vec,0,4,"{'dim': 32, 'p': 0.25, 'q': 0.25}",0.3557
B6_node2vec,0,4,"{'dim': 32, 'p': 0.25, 'q': 1}",0.3573
B6_node2vec,0,4,"{'dim': 32, 'p': 0.25, 'q': 4}",0.3927
B6_node2vec,0,4,"{'dim': 32, 'p': 1, 'q': 0.25}",0.3416
B6_node2vec,0,4,"{'dim': 32, 'p': 1, 'q': 1}",0.3128
B6_node2vec,0,4,"{'dim': 32, 'p': 1, 'q': 4}",0.3498
B6_node2vec,0,4,"{'dim': 32, 'p': 4, 'q': 0.25}",0.3323
B6_node2vec,0,4,"{'dim': 32, 'p': 4, 'q': 1}",0.3213
B6_node2vec,0,4,"{'dim': 32, 'p': 4, 'q': 4}",0.3458
B6_node2vec,0,4,"{'dim': 64, 'p': 0.25, 'q': 0.25}",0.3454
B6_node2vec,0,4,"{'dim': 64, 'p': 0.25, 'q': 1}",0.3610
B6_node2vec,0,4,"{'dim': 64, 'p': 0.25, 'q': 4}",0.3922
B6_node2vec,0,4,"{'dim': 64, 'p': 1, 'q': 0.25}",0.3501
B6_node2vec,0,4,"{'dim': 64, 'p': 1, 'q': 1}",0.3242
B6_node2vec,0,4,"{'dim': 64, 'p': 1, 'q': 4}",0.3425
B6_node2vec,0,4,"{'dim': 64, 'p': 4, 'q': 0.25}",0.3390
B6_node2vec,0,4,"{'dim': 64, 'p': 4, 'q': 1}",0.3353
B6_node2vec,0,4,"{'dim': 64, 'p': 4, 'q': 4}",0.3259
B6_node2vec,1,0,"{'dim': 8, 'p': 0.25, 'q': 0.25}",0.1994
B6_node2vec,1,0,"{'dim': 8, 'p': 0.25, 'q': 1}",0.2293
